Job Title,Company Name,Address,Job Link,Expected Salary
Gaming Operations Manager,Boom Entertainment,"New York, NY",https://www.linkedin.com/jobs/view/gaming-operations-manager-at-boom-entertainment-3821225259?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=yk9vp7IowO0dveCR5KuAMQ%3D%3D&position=2&pageNum=11&trk=public_jobs_jserp-result_search-card,"$65,000.00/yr - $80,000.00/yr"
"Operations Manager, Reporting and Governance",Circana,United States,https://www.linkedin.com/jobs/view/operations-manager-reporting-and-governance-at-circana-3809813160?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=8C5g5BD8JrFl8IV1lH5j2g%3D%3D&position=3&pageNum=11&trk=public_jobs_jserp-result_search-card,"$60,000.00/yr - $80,000.00/yr"
"Supply Chain Threat Intelligence Analyst, Mid - Remote | WFH",Get It Recruit - Transportation,"New York, NY",https://www.linkedin.com/jobs/view/supply-chain-threat-intelligence-analyst-mid-remote-wfh-at-get-it-recruit-transportation-3827129916?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=%2FNt4xWhcOfUsIzozz6VEZQ%3D%3D&position=4&pageNum=11&trk=public_jobs_jserp-result_search-card,N/A
Revenue Operations Manager,Mudflap,United States,https://www.linkedin.com/jobs/view/revenue-operations-manager-at-mudflap-3814762952?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=lh7u1YZGdGMyHHyT1ifkdA%3D%3D&position=5&pageNum=11&trk=public_jobs_jserp-result_search-card,"$98,000.00/yr - $133,000.00/yr"
Franchise Operations Manager / Franchise Business Consultant,Regis Corporation,United States,https://www.linkedin.com/jobs/view/franchise-operations-manager-franchise-business-consultant-at-regis-corporation-3813115636?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=uJ5wNCO2MrECFca%2FEYUxGw%3D%3D&position=6&pageNum=11&trk=public_jobs_jserp-result_search-card,"$55,000.00/yr - $65,000.00/yr"
Remote Business Reporting Analyst I,"Carrington Holding Company, LLC",United States,https://www.linkedin.com/jobs/view/remote-business-reporting-analyst-i-at-carrington-holding-company-llc-3779371449?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=gJLO1ktyeq6SpghOOXjq0Q%3D%3D&position=7&pageNum=11&trk=public_jobs_jserp-result_search-card,"$62,000.00/yr - $75,000.00/yr"
Infor M3 Business Analyst,Tenth Revolution Group,United States,https://www.linkedin.com/jobs/view/infor-m3-business-analyst-at-tenth-revolution-group-3822835608?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=0TiFGnLubzA2i3mUBFMQ%2FQ%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card,"$100,000.00/yr - $135,000.00/yr"
Global Operations Strategy Manager,Endpoint,"Tempe, AZ",https://www.linkedin.com/jobs/view/global-operations-strategy-manager-at-endpoint-3806975877?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=y1iZvHWB661i9%2B3mXEEIuA%3D%3D&position=9&pageNum=11&trk=public_jobs_jserp-result_search-card,"$78,000.00/yr - $163,000.00/yr"
Sr Analyst - Restaurant People Safety/ Accident Prevention,The Wendy's Company,"Dublin, OH",https://www.linkedin.com/jobs/view/sr-analyst-restaurant-people-safety-accident-prevention-at-the-wendy-s-company-3809947558?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=2yyrMhlcxJneUTfrqC%2BDxA%3D%3D&position=10&pageNum=11&trk=public_jobs_jserp-result_search-card,"$77,000.00/yr - $131,000.00/yr"
Operations Success Manager-REMOTE,Pueblo,"Florida, United States",https://www.linkedin.com/jobs/view/operations-success-manager-remote-at-pueblo-3831385847?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=tb1aj7qUNk56VG0VKM9PEQ%3D%3D&position=11&pageNum=11&trk=public_jobs_jserp-result_search-card,"$100,000.00/yr - $130,000.00/yr"
Business Analyst - Remote (PST Hours),Intelliswift Software,United States,https://www.linkedin.com/jobs/view/business-analyst-remote-pst-hours-at-intelliswift-software-3818335738?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=eUg6LGTdHLAFzv%2FKUSgbgQ%3D%3D&position=12&pageNum=11&trk=public_jobs_jserp-result_search-card,$65.93/hr - $65.93/hr
SAP HCM Business Analyst,Excelion Partners,United States,https://www.linkedin.com/jobs/view/sap-hcm-business-analyst-at-excelion-partners-3834914193?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=qEC09TuzupaShz5XER%2FsQA%3D%3D&position=13&pageNum=11&trk=public_jobs_jserp-result_search-card,"$90,000.00/yr - $125,000.00/yr"
"Manager, Business Operations - Remote | WFH",Get It Recruit - Transportation,"Sacramento, CA",https://www.linkedin.com/jobs/view/manager-business-operations-remote-wfh-at-get-it-recruit-transportation-3828096214?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=y8b2PMr%2BypPElU6S7Kyb8w%3D%3D&position=14&pageNum=11&trk=public_jobs_jserp-result_search-card,N/A
Operations Manager - Remote,GetixHealth,"Mobile, AL",https://www.linkedin.com/jobs/view/operations-manager-remote-at-getixhealth-3816852975?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=9Hvc%2FiXO1bCnzBqqs3Vmag%3D%3D&position=15&pageNum=11&trk=public_jobs_jserp-result_search-card,"$54,600.00/yr - $57,750.00/yr"
ServiceNow Sr. Business Analyst,Guidehouse,"McLean, VA",https://www.linkedin.com/jobs/view/servicenow-sr-business-analyst-at-guidehouse-3804621822?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=FRz9hqEoanipjuwryH3DUQ%3D%3D&position=16&pageNum=11&trk=public_jobs_jserp-result_search-card,"$109,000.00/yr - $164,000.00/yr"
"Supply Chain & Operations Manager, Wellness Products",Kohler Co.,"Kohler, WI",https://www.linkedin.com/jobs/view/supply-chain-operations-manager-wellness-products-at-kohler-co-3782739120?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=vMQYEzA5y%2BE3Ps3E7GWEzQ%3D%3D&position=17&pageNum=11&trk=public_jobs_jserp-result_search-card,"$91,950.00/yr - $116,800.00/yr"
Sales Operations Analyst /Salesforce Admin,Enable,"Dallas, TX",https://www.linkedin.com/jobs/view/sales-operations-analyst-salesforce-admin-at-enable-3785123658?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=Eq0HvZpa8afNiFKwup2WTA%3D%3D&position=18&pageNum=11&trk=public_jobs_jserp-result_search-card,"$85,000.00/yr - $225,000.00/yr"
Senior Business Analyst,LTIMindtree,United States,https://www.linkedin.com/jobs/view/senior-business-analyst-at-ltimindtree-3823051002?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=c%2Bdb2wc%2FKz0lSw7B5K5B%2BQ%3D%3D&position=19&pageNum=11&trk=public_jobs_jserp-result_search-card,"$120,000.00/yr - $140,000.00/yr"
Apprentice Business Analyst,Public Consulting Group,United States,https://www.linkedin.com/jobs/view/apprentice-business-analyst-at-public-consulting-group-3825228319?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=ZygOWRRF8rCluvC2il4SVg%3D%3D&position=20&pageNum=11&trk=public_jobs_jserp-result_search-card,"$40,000.00/yr - $60,000.00/yr"
Trust Operations Analyst I,FIS,United States,https://www.linkedin.com/jobs/view/trust-operations-analyst-i-at-fis-3816850877?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=q5z6jWgNJrjjJtkmiX4nFA%3D%3D&position=21&pageNum=11&trk=public_jobs_jserp-result_search-card,"$48,500.00/yr - $79,070.00/yr"
Business Analyst - Remote | WFH,Get It Recruit - Finance,"Mt. Laurel, NJ",https://www.linkedin.com/jobs/view/business-analyst-remote-wfh-at-get-it-recruit-finance-3823536535?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=1Pv1WeBTPLNdca8jKI5Lag%3D%3D&position=22&pageNum=11&trk=public_jobs_jserp-result_search-card,$60.00/hr - $65.00/hr
Revenue Operations Analyst (Gainsight Administrator),Bitly,"New York, NY",https://www.linkedin.com/jobs/view/revenue-operations-analyst-gainsight-administrator-at-bitly-3830165789?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=e04xKmr5skXk0s3GYFWM8A%3D%3D&position=23&pageNum=11&trk=public_jobs_jserp-result_search-card,"$88,691.00/yr - $133,037.00/yr"
Business Analyst – Data Strategy and Instrumentation (Google Analytics Platform),LTIMindtree,United States,https://www.linkedin.com/jobs/view/business-analyst-%E2%80%93-data-strategy-and-instrumentation-google-analytics-platform-at-ltimindtree-3816093533?refId=18aYNGRsJiZXZPxCqnEg3A%3D%3D&trackingId=IbwyDlsEXBOenTosMEZtYw%3D%3D&position=24&pageNum=11&trk=public_jobs_jserp-result_search-card,"$110,000.00/yr - $130,000.00/yr"
"Manager, Operations Appeals and Grievances, RN",Blue Shield of California,United States,https://www.linkedin.com/jobs/view/manager-operations-appeals-and-grievances-rn-at-blue-shield-of-california-3809035585?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=fmeIlQTTx68AbHb5m1itLg%3D%3D&position=1&pageNum=12&trk=public_jobs_jserp-result_search-card,"$94,160.00/yr - $141,240.00/yr"
Operations Manager,BEACH HOUSE GROUP,"El Segundo, CA",https://www.linkedin.com/jobs/view/operations-manager-at-beach-house-group-3796745387?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=tSTmcS31Pvf%2FBoswmliopw%3D%3D&position=2&pageNum=12&trk=public_jobs_jserp-result_search-card,"$85,000.00/yr - $95,000.00/yr"
Product Business Analyst,TheraManager DocuTrac,"Wisconsin, United States",https://www.linkedin.com/jobs/view/product-business-analyst-at-theramanager-docutrac-3829142570?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=WZEadqW37pwv%2FKGZxPIPSg%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card,"$85,000.00/yr - $100,000.00/yr"
Business Analyst,Data Nomad,United States,https://www.linkedin.com/jobs/view/business-analyst-at-data-nomad-3831348598?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=BTScxZY2xp%2Bi5Cn1KEf8Hg%3D%3D&position=4&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Business Analyst,Cast & Crew,"Burbank, CA",https://www.linkedin.com/jobs/view/business-analyst-at-cast-crew-3803426868?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=WnGV79JymA7syw9VuB4lMA%3D%3D&position=5&pageNum=12&trk=public_jobs_jserp-result_search-card,"$115,000.00/yr - $125,000.00/yr"
Mortgage Business Analyst - Remote | WFH,Get It Recruit - Real Estate,"Mt. Laurel, NJ",https://www.linkedin.com/jobs/view/mortgage-business-analyst-remote-wfh-at-get-it-recruit-real-estate-3823533724?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=SmjWRgIUgswHbTqDx%2B%2BysA%3D%3D&position=6&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Operations Manager - Premium Accounting and Commission Debit Balance,Prosperity Life,"Roanoke, VA",https://www.linkedin.com/jobs/view/operations-manager-premium-accounting-and-commission-debit-balance-at-prosperity-life-3809812127?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=cRW9%2BcuAWDONXVNfdfH2bg%3D%3D&position=7&pageNum=12&trk=public_jobs_jserp-result_search-card,"$75,000.00/yr - $85,000.00/yr"
Business Analyst,WhereScape Data Automation,United States,https://www.linkedin.com/jobs/view/business-analyst-at-wherescape-data-automation-3826266256?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=yUQXi5napxYXZko%2Bnj%2Bazw%3D%3D&position=8&pageNum=12&trk=public_jobs_jserp-result_search-card,"$60,000.00/yr - $75,000.00/yr"
Business Analyst,Data Nomad,United States,https://www.linkedin.com/jobs/view/business-analyst-at-data-nomad-3832134562?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=VVGj4kESIAdHcaqtfY3Fhw%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Business Analyst (100% Remote),"ClearCaptions, LLC",United States,https://www.linkedin.com/jobs/view/business-analyst-100%25-remote-at-clearcaptions-llc-3815624513?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=DllzOg4WxLHpyoMrSb4mCA%3D%3D&position=10&pageNum=12&trk=public_jobs_jserp-result_search-card,"$97,000.00/yr - $123,501.00/yr"
Senior Procurement Operations Manager -- Remote | WFH,Get It Recruit - Transportation,"High Point, NC",https://www.linkedin.com/jobs/view/senior-procurement-operations-manager-remote-wfh-at-get-it-recruit-transportation-3830104263?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=e6k1eYk%2BbIhtY6IDI7FRzw%3D%3D&position=11&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Finance Systems Reporting Analyst,Dynata,United States,https://www.linkedin.com/jobs/view/finance-systems-reporting-analyst-at-dynata-3831147437?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=DY1d6I2qWEwKi4PuniXFbQ%3D%3D&position=12&pageNum=12&trk=public_jobs_jserp-result_search-card,"$70,000.00/yr - $100,000.00/yr"
"Senior Manager, Infrastructure Operations Vendor Management",Oscar Health,United States,https://www.linkedin.com/jobs/view/senior-manager-infrastructure-operations-vendor-management-at-oscar-health-3822589584?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=aavKlI7DtB9kz6SyVUtMYw%3D%3D&position=13&pageNum=12&trk=public_jobs_jserp-result_search-card,"$118,080.00/yr - $172,200.00/yr"
"Senior Manager, National Deployment Operations",Sony,"Washington, United States",https://www.linkedin.com/jobs/view/senior-manager-national-deployment-operations-at-sony-3812081360?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=Mdnb47PYtY0APFJxHvrnIg%3D%3D&position=14&pageNum=12&trk=public_jobs_jserp-result_search-card,"$140,000.00/yr - $150,000.00/yr"
Marketing Operations Manager,Roots Automation,United States,https://www.linkedin.com/jobs/view/marketing-operations-manager-at-roots-automation-3829563576?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=3Dz9zAhA9yYpL7LkV8U7ZA%3D%3D&position=15&pageNum=12&trk=public_jobs_jserp-result_search-card,"$95,000.00/yr - $115,000.00/yr"
ABA Operations Manager - Remote,Get.It Recruit - Administrative,"Lincoln, NE",https://www.linkedin.com/jobs/view/aba-operations-manager-remote-at-get-it-recruit-administrative-3832824083?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=OGoxcA2qg0g9LbJUcQ5b7A%3D%3D&position=16&pageNum=12&trk=public_jobs_jserp-result_search-card,"$50,000.00/yr - $59,000.00/yr"
Business Analyst,Data Nomad,United States,https://www.linkedin.com/jobs/view/business-analyst-at-data-nomad-3832136431?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=5FlhG1%2FDEqB5XllccTYB8A%3D%3D&position=17&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Business Analyst (REMOTE),Joint Strategic Technologies,"District of Columbia, United States",https://www.linkedin.com/jobs/view/business-analyst-remote-at-joint-strategic-technologies-3832224140?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=ee4ljLekZV1nnJoGqvIqAg%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Senior Sales and Operations Planning Analyst,Luminar Technologies,"Orlando, FL",https://www.linkedin.com/jobs/view/senior-sales-and-operations-planning-analyst-at-luminar-technologies-3783144992?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=6JPWPyq8lVBmL6K%2B35ujfg%3D%3D&position=19&pageNum=12&trk=public_jobs_jserp-result_search-card,"$98,900.00/yr - $138,500.00/yr"
Business Analyst,Symetra,United States,https://www.linkedin.com/jobs/view/business-analyst-at-symetra-3797306611?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=hRaOPWaIySVfxJY8%2BBlzsg%3D%3D&position=20&pageNum=12&trk=public_jobs_jserp-result_search-card,"$55,000.00/yr - $91,700.00/yr"
Commercial Operations Analyst,OpenX,"New York, NY",https://www.linkedin.com/jobs/view/commercial-operations-analyst-at-openx-3831974633?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=uq4xNsPLQx1S8ZCJccuvRg%3D%3D&position=21&pageNum=12&trk=public_jobs_jserp-result_search-card,"$104,106.00/yr - $122,478.00/yr"
Revenue Operations Manager | Full-time | National Remote,Chronicle Heritage,"Phoenix, AZ",https://www.linkedin.com/jobs/view/revenue-operations-manager-full-time-national-remote-at-chronicle-heritage-3820259867?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=6PyY8%2BoJARER7GxLwroMLA%3D%3D&position=22&pageNum=12&trk=public_jobs_jserp-result_search-card,"$100,000.00/yr - $130,000.00/yr"
Business Analyst,"Barrow Wise Consulting, LLC","Washington, DC",https://www.linkedin.com/jobs/view/business-analyst-at-barrow-wise-consulting-llc-3557818891?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=V5%2BaocEOXhM73liNMCdrSA%3D%3D&position=23&pageNum=12&trk=public_jobs_jserp-result_search-card,"$65,000.00/yr - $95,000.00/yr"
Project and Business Analyst - Remote | WFH,Get It Recruit - Finance,"Chapel Hill, NC",https://www.linkedin.com/jobs/view/project-and-business-analyst-remote-wfh-at-get-it-recruit-finance-3824282524?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=DBPG0K0QE5%2BTPEoqm9ycvg%3D%3D&position=24&pageNum=12&trk=public_jobs_jserp-result_search-card,N/A
Manager - Operations Applications -- Remote | WFH,Get It Recruit - Transportation,"Hilmar, CA",https://www.linkedin.com/jobs/view/manager-operations-applications-remote-wfh-at-get-it-recruit-transportation-3827131754?refId=MD%2BiWjE0uPUx37bA%2BVVRCg%3D%3D&trackingId=5zxl4RZS6pzokoMUOXHPQg%3D%3D&position=25&pageNum=12&trk=public_jobs_jserp-result_search-card,"$73,000.00/yr - $195,362.41/yr"
Business Systems Analyst,Packsize,United States,https://www.linkedin.com/jobs/view/business-systems-analyst-at-packsize-3819127689?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=Yh4A%2F%2FplF4Do8%2Fd2%2BlWKVw%3D%3D&position=1&pageNum=13&trk=public_jobs_jserp-result_search-card,"$80,000.00/yr - $100,000.00/yr"
People Operations Senior Analyst,Cribl,United States,https://www.linkedin.com/jobs/view/people-operations-senior-analyst-at-cribl-3816965694?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=fVs%2B7F5jo4YZ3gtaaDz%2BRw%3D%3D&position=2&pageNum=13&trk=public_jobs_jserp-result_search-card,"$140,000.00/yr - $201,000.00/yr"
Sr Business Analyst,Fandom,United States,https://www.linkedin.com/jobs/view/sr-business-analyst-at-fandom-3826492107?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=cgohw%2BO6DrubPVEq1QxGaQ%3D%3D&position=3&pageNum=13&trk=public_jobs_jserp-result_search-card,"$94,000.00/yr - $165,000.00/yr"
Operations Applications Manager,Hilmar,United States,https://www.linkedin.com/jobs/view/operations-applications-manager-at-hilmar-3822152400?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=kMS2UlsorbKSeAkaLTJPUQ%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card,"$130,241.00/yr - $180,000.00/yr"
Business Analyst,Data Nomad,United States,https://www.linkedin.com/jobs/view/business-analyst-at-data-nomad-3826489214?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=TfbO%2BRLw8MhjUOaFDBU08w%3D%3D&position=5&pageNum=13&trk=public_jobs_jserp-result_search-card,N/A
Manufacturing Operations Manager,Jiga,"Illinois, United States",https://www.linkedin.com/jobs/view/manufacturing-operations-manager-at-jiga-3811704418?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=GLjLhlv2JV31B%2BuKgWNAvA%3D%3D&position=6&pageNum=13&trk=public_jobs_jserp-result_search-card,"$35,000.00/yr - $65,000.00/yr"
Product Operations Manager - Jira Admin,Truckstop,United States,https://www.linkedin.com/jobs/view/product-operations-manager-jira-admin-at-truckstop-3828503793?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=EMyxXeBuvZFaKkJx%2FVBx8Q%3D%3D&position=7&pageNum=13&trk=public_jobs_jserp-result_search-card,"$110,000.00/yr - $125,000.00/yr"
Business Analyst - Payments,ConsultNet,"Johnston, RI",https://www.linkedin.com/jobs/view/business-analyst-payments-at-consultnet-3830136776?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=RPkNA2PfzlV1rLp2skCunA%3D%3D&position=8&pageNum=13&trk=public_jobs_jserp-result_search-card,$55.00/hr - $65.00/hr
Business Analyst,"Stride, Inc.","Ohio, United States",https://www.linkedin.com/jobs/view/business-analyst-at-stride-inc-3820869046?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=EyhGv0pEf90Kgr%2FfGg34QA%3D%3D&position=9&pageNum=13&trk=public_jobs_jserp-result_search-card,"$48,804.80/yr - $61,006.00/yr"
Business Analyst,CGI,United States,https://www.linkedin.com/jobs/view/business-analyst-at-cgi-3815168299?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=R7wYC7oYpY6UCqv3CeGz%2FQ%3D%3D&position=10&pageNum=13&trk=public_jobs_jserp-result_search-card,"$74,600.00/yr - $130,600.00/yr"
Sr Business Analyst or Manager – R&D Systems,"Celito Tech, Inc.","Redwood City, CA",https://www.linkedin.com/jobs/view/sr-business-analyst-or-manager-%E2%80%93-r-d-systems-at-celito-tech-inc-3825828745?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=%2BguVijvEEtrP4O%2FPvfcsgQ%3D%3D&position=11&pageNum=13&trk=public_jobs_jserp-result_search-card,"$99,000.00/yr - $135,000.00/yr"
Business Analyst,PAR Technology,United States,https://www.linkedin.com/jobs/view/business-analyst-at-par-technology-3798556083?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=wzn9KOYQHr63IHfZp%2BXLIg%3D%3D&position=12&pageNum=13&trk=public_jobs_jserp-result_search-card,"$87,300.00/yr - $131,497.00/yr"
Supply Chain Analyst,CONMED Corporation,United States,https://www.linkedin.com/jobs/view/supply-chain-analyst-at-conmed-corporation-3820735105?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=VX72Ju2HcChirRsm6SCPDQ%3D%3D&position=13&pageNum=13&trk=public_jobs_jserp-result_search-card,"$60,000.00/yr - $90,000.00/yr"
Business Analyst,PAR Technology,United States,https://www.linkedin.com/jobs/view/business-analyst-at-par-technology-3798879962?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=vo%2FyO2WkXvnGUsZ9OB%2FR7g%3D%3D&position=14&pageNum=13&trk=public_jobs_jserp-result_search-card,"$87,300.00/yr - $131,497.00/yr"
Revenue Operations Manager,Instrumentl,United States,https://www.linkedin.com/jobs/view/revenue-operations-manager-at-instrumentl-3728602553?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=2BtFbaiNUJd6t6cz9znqpg%3D%3D&position=15&pageNum=13&trk=public_jobs_jserp-result_search-card,"$100,000.00/yr - $120,000.00/yr"
Modern HY Technology Limited - Operations Manager,Jobrack,United States,https://www.linkedin.com/jobs/view/modern-hy-technology-limited-operations-manager-at-jobrack-3824646201?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=zskqtZn%2BQnpyaYCwNfn2XA%3D%3D&position=16&pageNum=13&trk=public_jobs_jserp-result_search-card,"$2,500.00/mo - $4,000.00/mo"
"Business Analyst, Global Revenue Management",American Express Global Business Travel,United States,https://www.linkedin.com/jobs/view/business-analyst-global-revenue-management-at-american-express-global-business-travel-3827939712?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=8Pgw5oVtOUpvhqlTT98tug%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card,"$46,000.00/yr - $93,000.00/yr"
Business Performance Reporting Analyst (payments or SaaS experience),Worldpay,United States,https://www.linkedin.com/jobs/view/business-performance-reporting-analyst-payments-or-saas-experience-at-worldpay-3812046311?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=ohngRRSKmR6AywLuKWs1ng%3D%3D&position=18&pageNum=13&trk=public_jobs_jserp-result_search-card,"$108,170.00/yr - $181,720.00/yr"
"Senior Analyst, Supply Chain Inventory and Purchasing - Nationwide",Cardinal Health,United States,https://www.linkedin.com/jobs/view/senior-analyst-supply-chain-inventory-and-purchasing-nationwide-at-cardinal-health-3830153864?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=Nog9LPVJXhGi17xRmCjcNQ%3D%3D&position=19&pageNum=13&trk=public_jobs_jserp-result_search-card,"$55,400.00/yr - $79,200.00/yr"
Supply Chain Threat Intelligence Analyst - Remote | WFH,Get It Recruit - Transportation,"Washington, VA",https://www.linkedin.com/jobs/view/supply-chain-threat-intelligence-analyst-remote-wfh-at-get-it-recruit-transportation-3830102277?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=FAzB%2F%2F2u8jK7cBzlXC0d%2BA%3D%3D&position=20&pageNum=13&trk=public_jobs_jserp-result_search-card,N/A
"Staff Data Analyst, Credit Analytics",Upstart,United States,https://www.linkedin.com/jobs/view/staff-data-analyst-credit-analytics-at-upstart-3749783936?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=j5Tl8EXZzDfHYQGtPmklQA%3D%3D&position=21&pageNum=13&trk=public_jobs_jserp-result_search-card,"$157,000.00/yr - $217,000.00/yr"
Audits and Investigations Operations Manager,Public Consulting Group,United States,https://www.linkedin.com/jobs/view/audits-and-investigations-operations-manager-at-public-consulting-group-3826251062?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=%2BXl0NnMxxaFbhA9YV%2FbLxA%3D%3D&position=22&pageNum=13&trk=public_jobs_jserp-result_search-card,"$80,000.00/yr - $100,000.00/yr"
"Business Analyst - Hybrid - Plainfield, IL- 37.5 hour per week - Remote | WFH",Get It Recruit - Finance,"Plainfield, IL",https://www.linkedin.com/jobs/view/business-analyst-hybrid-plainfield-il-37-5-hour-per-week-remote-wfh-at-get-it-recruit-finance-3823532975?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=rt5kafKxxn8EBSW2vbitzw%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card,$29.00/hr - $31.00/hr
"Senior Analyst, Supply Chain Inventory and Purchasing - Nationwide",Cardinal Health,"Georgia, United States",https://www.linkedin.com/jobs/view/senior-analyst-supply-chain-inventory-and-purchasing-nationwide-at-cardinal-health-3830154577?refId=qMvIjdMacsw9ADf%2FkfOBCQ%3D%3D&trackingId=P9hayrWOlBuD%2FfSXDy8Vkg%3D%3D&position=24&pageNum=13&trk=public_jobs_jserp-result_search-card,"$55,400.00/yr - $79,200.00/yr"
